Numero;Familia;Genero;Especie;Densidade da madeira;Regiao;N_referencia
986;Anacardiaceae;Anacardium;Anacardium giganteum;0,38;South America (tropical);41
987;Anacardiaceae;Anacardium;Anacardium giganteum;0,45;South America (tropical);45
988;Anacardiaceae;Anacardium;Anacardium giganteum;0,44;South America (tropical);92
989;Anacardiaceae;Anacardium;Anacardium occidentale;0,42;South America (extratropical);114
990;Anacardiaceae;Anacardium;Anacardium occidentale;0,5;Central America (tropical);111
991;Anacardiaceae;Anacardium;Anacardium occidentale;0,41;South America (tropical);204
992;Anacardiaceae;Anacardium;Anacardium occidentale;0,45;South America (tropical);45
993;Anacardiaceae;Anacardium;Anacardium occidentale;0,4305;Africa (tropical);4
994;Anacardiaceae;Anacardium;Anacardium occidentale;0,468384;South-East Asia (tropical);14
995;Anacardiaceae;Anacardium;Anacardium parvifolium;0,508;South America (tropical);128
996;Anacardiaceae;Anacardium;Anacardium parvifolium;0,44;South America (tropical);41
997;Anacardiaceae;Anacardium;Anacardium parvifolium;0,628211528;South America (tropical);166
998;Anacardiaceae;Anacardium;Anacardium spruceanum;0,42;South America (tropical);141
999;Anacardiaceae;Anacardium;Anacardium spruceanum;0,48;South America (tropical);35
1000;Anacardiaceae;Anacardium;Anacardium spruceanum;0,455;South America (tropical);185
1001;Anacardiaceae;Anacardium;Anacardium spruceanum;0,48;South America (tropical);64
1002;Anacardiaceae;Anacardium;Anacardium spruceanum;0,55;South America (tropical);56
1003;Anacardiaceae;Anacardium;Anacardium spruceanum;0,49;South America (tropical);45
1004;Anacardiaceae;Anacardium;Anacardium tenuifolium;0,43;South America (tropical);41
1005;Fabaceae;Anadenanthera;Anadenanthera colubrina;0,86;South America (tropical);141
1006;Fabaceae;Anadenanthera;Anadenanthera colubrina;0,86;South America (tropical);35
1007;Fabaceae;Anadenanthera;Anadenanthera colubrina;0,99;South America (extratropical);114
1008;Fabaceae;Anadenanthera;Anadenanthera colubrina;0,8428;South America (extratropical);66
1009;Fabaceae;Anadenanthera;Anadenanthera colubrina;0,88;South America (extratropical);48
1010;Fabaceae;Anadenanthera;Anadenanthera colubrina;0,78;South America (tropical);11
1011;Fabaceae;Anadenanthera;Anadenanthera colubrina;0,85;South America (tropical);77
1012;Fabaceae;Anadenanthera;Anadenanthera peregrina;1,08;South America (extratropical);114
1013;Fabaceae;Anadenanthera;Anadenanthera peregrina;0,8;South America (tropical);110
1014;Fabaceae;Anadenanthera;Anadenanthera peregrina;0,77;South America (tropical);44
1015;Annonaceae;Anaxagorea;Anaxagorea crassipetala;0,48;Central America (tropical);96
1016;Annonaceae;Anaxagorea;Anaxagorea dolichocarpa;0,58;South America (tropical);45
1017;Fabaceae;Andira;Andira anthelmia;0,729;South America (extratropical);121
1018;Fabaceae;Andira;Andira anthelmia;0,827;South America (extratropical);121
1019;Fabaceae;Andira;Andira coriacea;0,75;South America (tropical);35
1020;Fabaceae;Andira;Andira coriacea;0,69;South America (tropical);64
1021;Fabaceae;Andira;Andira coriacea;0,75;South America (tropical);204
1022;Fabaceae;Andira;Andira coriacea;0,65;South America (tropical);45
1023;Fabaceae;Andira;Andira coriacea;0,82;South America (tropical);190
1024;Fabaceae;Andira;Andira fraxinifolia;0,92;South America (extratropical);114
1025;Fabaceae;Andira;Andira indet;0,71;South America (Tropical);180
1026;Fabaceae;Andira;Andira inermis;0,635;South America (tropical);141
1027;Fabaceae;Andira;Andira inermis;0,75;South America (tropical);35
1028;Fabaceae;Andira;Andira inermis;0,78;South America (tropical);114
1029;Fabaceae;Andira;Andira inermis;0,63;Central America (tropical);111
1030;Fabaceae;Andira;Andira inermis;0,46;South America (tropical);204
1031;Fabaceae;Andira;Andira inermis;0,60096;Central America (tropical);168
1032;Fabaceae;Andira;Andira inermis;0,64;Africa (tropical);58
1033;Fabaceae;Andira;Andira inermis;0,65;Africa (tropical);73
1034;Fabaceae;Andira;Andira micrantha;1;South America (tropical);56
1035;Fabaceae;Andira;Andira parviflora;0,75;South America (tropical);35
1036;Fabaceae;Andira;Andira parviflora;0,736666667;South America (tropical);185
1037;Fabaceae;Andira;Andira parviflora;0,67;South America (tropical);92
1038;Fabaceae;Andira;Andira parviflora;0,71;South America (tropical);12
1039;Fabaceae;Andira;Andira surinamensis;0,67;South America (tropical);141
1040;Fabaceae;Andira;Andira surinamensis;0,75;South America (tropical);35
1041;Fabaceae;Andira;Andira surinamensis;0,74907;South America (tropical);189
1042;Fabaceae;Andira;Andira surinamensis;0,65;South America (tropical);45
1043;Fabaceae;Andira;Andira unifoliolata;0,76;South America (tropical);128
1044;Picrodendraceae;Androstachys;Androstachys johnsonii;0,5;Africa (extratropical);181
1045;Picrodendraceae;Androstachys;Androstachys johnsonii;0,53382;Africa (extratropical);181
1046;Picrodendraceae;Androstachys;Androstachys johnsonii;0,72;Africa (extratropical);183
1047;Myrtaceae;Angophora;Angophora bakeri;0,589;Australia;90
1048;Myrtaceae;Angophora;Angophora costata;0,80073;Australia/PNG (tropical);90
1049;Myrtaceae;Angophora;Angophora costata;0,745;Australia;90
1050;Myrtaceae;Angophora;Angophora costata;0,80073;Australia/PNG (tropical);90
1051;Myrtaceae;Angophora;Angophora floribunda;0,66;Australia;90
1052;Myrtaceae;Angophora;Angophora floribunda;0,75768;Australia/PNG (tropical);90
1053;Myrtaceae;Angophora;Angophora floribunda;0,75768;Australia/PNG (tropical);90
1054;Myrtaceae;Angophora;Angophora subvelutina;0,75768;Australia/PNG (tropical);90
1055;Myrtaceae;Angophora;Angophora woodsiana;0,72324;Australia/PNG (tropical);90
1056;Myrtaceae;Angophora;Angophora woodsiana;0,80073;Australia/PNG (tropical);90
1057;Lauraceae;Aniba;Aniba affinis;0,52;South America (tropical);44
1058;Lauraceae;Aniba;Aniba amazonica;0,56;South America (tropical);2
1059;Lauraceae;Aniba;Aniba burchellii;0,52;South America (tropical);44
1060;Lauraceae;Aniba;Aniba canelilla;0,93375;South America (tropical);185
1061;Lauraceae;Aniba;Aniba canelilla;1,0332;South America (tropical);52
1062;Lauraceae;Aniba;Aniba canelilla;0,95;South America (tropical);56
1063;Lauraceae;Aniba;Aniba canelilla;1;South America (tropical);56
1064;Lauraceae;Aniba;Aniba canelilla;0,92;South America (tropical);77
1065;Lauraceae;Aniba;Aniba canelilla;0,9;South America (tropical);44
1066;Lauraceae;Aniba;Aniba canelilla;0,93;South America (tropical);47
1067;Lauraceae;Aniba;Aniba cylindriflora;0,629;South America (tropical);128
1068;Lauraceae;Aniba;Aniba cylindriflora;0,71;South America (tropical);44
1069;Lauraceae;Aniba;Aniba excelsa;0,55104;South America (tropical);57
1070;Lauraceae;Aniba;Aniba firmula;0,56;South America (extratropical);114
1071;Lauraceae;Aniba;Aniba guianensis;0,52;South America (tropical);44
1072;Lauraceae;Aniba;Aniba hostmanniana;0,55104;South America (tropical);30
1073;Lauraceae;Aniba;Aniba hostmanniana;0,766;South America (tropical);128
1074;Lauraceae;Aniba;Aniba hostmanniana;0,54;South America (tropical);45
1075;Lauraceae;Aniba;Aniba hypoglauca;0,52521;South America (tropical);65
1076;Lauraceae;Aniba;Aniba indet;0,6;South America (tropical);36
1077;Lauraceae;Aniba;Aniba indet;0,53;South America (Tropical);180
1078;Lauraceae;Aniba;Aniba panurensis;0,55104;South America (tropical);30
1079;Lauraceae;Aniba;Aniba panurensis;0,747;South America (tropical);128
1080;Lauraceae;Aniba;Aniba panurensis;0,532142054;South America (tropical);165
1081;Lauraceae;Aniba;Aniba parviflora;0,54;South America (tropical);45
1082;Lauraceae;Aniba;Aniba perutilis;0,5;South America (tropical);141
1083;Lauraceae;Aniba;Aniba puchury-minor;0,56;South America (tropical);20
1084;Lauraceae;Aniba;Aniba puchury-minor;0,52;South America (tropical);22
1085;Lauraceae;Aniba;Aniba puchury-minor;0,52;South America (tropical);44
1086;Lauraceae;Aniba;Aniba riparia;0,62;South America (tropical);141
1087;Lauraceae;Aniba;Aniba riparia;0,52;South America (tropical);44
1088;Lauraceae;Aniba;Aniba rosaeodora;0,66;South America (extratropical);114
1089;Lauraceae;Aniba;Aniba rosaeodora;0,786666667;South America (tropical);185
1090;Lauraceae;Aniba;Aniba rosaeodora;0,861;South America (tropical);30
1091;Lauraceae;Aniba;Aniba rosaeodora;0,58;South America (tropical);204
1092;Lauraceae;Aniba;Aniba rosaeodora;0,8;South America (tropical);56
1093;Lauraceae;Aniba;Aniba rosaeodora;0,9;South America (tropical);56
1094;Lauraceae;Aniba;Aniba rosaeodora;0,54;South America (tropical);45
1095;Lauraceae;Aniba;Aniba terminalis;0,54;South America (tropical);45
1096;Lauraceae;Aniba;Aniba williamsii;0,741;South America (tropical);128
1097;Lauraceae;Aniba;Aniba williamsii;0,534010361;South America (tropical);166
1098;Anisophylleaceae;Anisophyllea;Anisophyllea apetala;0,7;South-East Asia (tropical);129
1099;Anisophylleaceae;Anisophyllea;Anisophyllea apetala;0,84;South-East Asia (tropical);43
1100;Anisophylleaceae;Anisophyllea;Anisophyllea beccariana;0,67;South-East Asia (tropical);177
1101;Anisophylleaceae;Anisophyllea;Anisophyllea disticha;0,67;South-East Asia (tropical);177
1102;Anisophylleaceae;Anisophyllea;Anisophyllea grandis;0,72;South-East Asia (tropical);129
1103;Anisophylleaceae;Anisophyllea;Anisophyllea laurina;0,75;Africa (tropical);136
1104;Anisophylleaceae;Anisophyllea;Anisophyllea laurina;0,7744695;Africa (tropical);137
1105;Anisophylleaceae;Anisophyllea;Anisophyllea manausensis;0,86;South America (tropical);44
1106;Anisophylleaceae;Anisophyllea;Anisophyllea obtusifolia;0,662854723;Africa (tropical);85
1107;Dipterocarpaceae;Anisoptera;Anisoptera aurea;0,54;South-East Asia (tropical);170
1108;Dipterocarpaceae;Anisoptera;Anisoptera aurea;0,57;South-East Asia (tropical);170
1109;Dipterocarpaceae;Anisoptera;Anisoptera costata;0,49;South-East Asia (tropical);119
1110;Dipterocarpaceae;Anisoptera;Anisoptera costata;0,53;South-East Asia (tropical);170
1111;Dipterocarpaceae;Anisoptera;Anisoptera costata;0,64;South-East Asia (tropical);43
1112;Dipterocarpaceae;Anisoptera;Anisoptera curtisii;0,59;South-East Asia (tropical);129
1113;Dipterocarpaceae;Anisoptera;Anisoptera curtisii;0,64;South-East Asia (tropical);43
1114;Dipterocarpaceae;Anisoptera;Anisoptera grossivenia;0,59;South-East Asia (tropical);119
1115;Dipterocarpaceae;Anisoptera;Anisoptera grossivenia;0,58;South-East Asia (tropical);170
1116;Dipterocarpaceae;Anisoptera;Anisoptera laevis;0,51;South-East Asia (tropical);129
1117;Dipterocarpaceae;Anisoptera;Anisoptera laevis;0,53;South-East Asia (tropical);170
1118;Dipterocarpaceae;Anisoptera;Anisoptera laevis;0,52;South-East Asia (tropical);43
1119;Dipterocarpaceae;Anisoptera;Anisoptera marginata;0,51;South-East Asia (tropical);119
1120;Dipterocarpaceae;Anisoptera;Anisoptera marginata;0,53;South-East Asia (tropical);170
1121;Dipterocarpaceae;Anisoptera;Anisoptera marginata;0,54;South-East Asia (tropical);43
1122;Dipterocarpaceae;Anisoptera;Anisoptera megistocarpa;0,59;South-East Asia (tropical);129
1123;Dipterocarpaceae;Anisoptera;Anisoptera megistocarpa;0,56;South-East Asia (tropical);43
1124;Dipterocarpaceae;Anisoptera;Anisoptera oblonga;0,6;South-East Asia (tropical);43
1125;Dipterocarpaceae;Anisoptera;Anisoptera polyandra;0,55104;Australia/PNG (tropical);27
1126;Dipterocarpaceae;Anisoptera;Anisoptera scaphula;0,44;South-East Asia (tropical);43
1127;Dipterocarpaceae;Anisoptera;Anisoptera thurifera;0,59;South-East Asia (tropical);129
1128;Pentaphylacaeae;Anneslea;Anneslea crassipes;0,67;South-East Asia (tropical);43
1129;Pentaphylacaeae;Anneslea;Anneslea fragrans;0,696549;China;33
1130;Pentaphylacaeae;Anneslea;Anneslea fragrans;0,722;China;33
1131;Pentaphylacaeae;Anneslea;Anneslea fragrans;0,633696;South-East Asia (tropical);14
1132;Annonaceae;Annickia;Annickia chlorantha;0,4;Africa (tropical);136
1133;Annonaceae;Annickia;Annickia chlorantha;0,47355;Africa (tropical);1
1134;Annonaceae;Annickia;Annickia chlorantha;0,437101411;Africa (tropical);85
1135;Annonaceae;Annickia;Annickia chlorantha;0,446183206;Africa (tropical);147
1136;Annonaceae;Annickia;Annickia chlorantha;0,475830816;Africa (tropical);147
1137;Annonaceae;Annickia;Annickia chlorantha;0,47761194;Africa (tropical);147
1138;Annonaceae;Annickia;Annickia chlorantha;0,35;Africa (tropical);76
1139;Annonaceae;Annickia;Annickia polycarpa;0,498807317;Africa (tropical);98
1140;Annonaceae;Annickia;Annickia polycarpa;0,46494;South-East Asia (tropical);13
1141;Annonaceae;Annona;Annona crassiflora;0,56;South America (extratropical);114
1142;Annonaceae;Annona;Annona foetida;0,572;South America (tropical);128
1143;Annonaceae;Annona;Annona fraxinifolium;0,57;Central America (tropical);116
1144;Annonaceae;Annona;Annona glabra;0,5;Central America (tropical);112
1145;Annonaceae;Annona;Annona hypoglauca;0,35;South America (tropical);134
1146;Annonaceae;Annona;Annona hypoglauca;0,41;South America (tropical);44
1147;Annonaceae;Annona;Annona muricata;0,4;Central America (tropical);111
1148;Annonaceae;Annona;Annona muricata;0,32;South America (tropical);204
1149;Annonaceae;Annona;Annona reticulata;0,55;Central America (tropical);116
1150;Annonaceae;Annona;Annona spraguei;0,558572472;Central America (tropical);164
1151;Annonaceae;Annona;Annona squamosa;0,49;South-East Asia (tropical);204
1152;Annonaceae;Annona;Annona squamosa;0,73;India;26
1153;Annonaceae;Annona;Annona squamosa;0,633696;South-East Asia (tropical);14
1154;Cunoniaceae;Anodopetalum;Anodopetalum biglandulosum;0,609522;Australia;90
1155;Combretaceae;Anogeissus;Anogeissus acuminata;0,88;India;26
1156;Combretaceae;Anogeissus;Anogeissus latifolia;0,79;South-East Asia (tropical);80
1157;Combretaceae;Anogeissus;Anogeissus latifolia;0,77;South-East Asia (tropical);170
1158;Combretaceae;Anogeissus;Anogeissus leiocarpa;0,8;South-East Asia;136
1159;Combretaceae;Anogeissus;Anogeissus pendula;0,94;India;26
1160;Combretaceae;Anogeissus;Anogeissus phillyreaefolia;0,75768;South-East Asia (tropical);14
1161;Combretaceae;Anogeissus;Anogeissus sericea;0,74;India;109
1162;Menispermaceae;Anomospermum;Anomospermum grandifolium;0,64;South America (tropical);184
1163;Annonaceae;Anonidium;Anonidium mannii;0,297349362;Africa (tropical);85
1164;Annonaceae;Anonidium;Anonidium mannii;0,285227273;Africa (tropical);147
1165;Rhizophoraceae;Anopyxis;Anopyxis klaineana;0,88;Africa (tropical);42
1166;Rhizophoraceae;Anopyxis;Anopyxis klaineana;0,781106457;Africa (tropical);85
1167;Rhizophoraceae;Anopyxis;Anopyxis klaineana;0,912902118;Africa (tropical);79
1168;Rhizophoraceae;Anopyxis;Anopyxis klaineana;0,842812362;Africa (tropical);98
1169;Rhizophoraceae;Anopyxis;Anopyxis klaineana;0,746671598;Africa (tropical);147
1170;Rhizophoraceae;Anopyxis;Anopyxis klaineana;0,758856321;Africa (tropical);147
1171;Rhizophoraceae;Anopyxis;Anopyxis klaineana;0,768121042;Africa (tropical);147
1172;Rhizophoraceae;Anopyxis;Anopyxis klaineana;0,769804618;Africa (tropical);147
1173;Rhizophoraceae;Anopyxis;Anopyxis klaineana;0,772610765;Africa (tropical);147
1174;Rhizophoraceae;Anopyxis;Anopyxis klaineana;0,778509162;Africa (tropical);147
1175;Rhizophoraceae;Anopyxis;Anopyxis klaineana;0,786093;Africa (tropical);182
1176;Meliaceae;Anthocarapa;Anthocarapa nitidula;0,6888;Australia/PNG (tropical);90
1177;Gentianaceae;Anthocleista;Anthocleista grandiflora;0,523102673;Africa (tropical);85
1178;Gentianaceae;Anthocleista;Anthocleista grandiflora;0,632835;Africa (extratropical);72
1179;Gentianaceae;Anthocleista;Anthocleista indet;0,535881717;Africa (tropical);147
1180;Gentianaceae;Anthocleista;Anthocleista nobilis;0,476199598;Africa (tropical);147
1181;Gentianaceae;Anthocleista;Anthocleista nobilis;0,491821356;Africa (tropical);147
1182;Gentianaceae;Anthocleista;Anthocleista nobilis;0,530035336;Africa (tropical);147
1183;Caryocaraceae;Anthodiscus;Anthodiscus amazonicus;0,7;South America (tropical);15
1184;Caryocaraceae;Anthodiscus;Anthodiscus amazonicus;0,73;South America (tropical);44
1185;Caryocaraceae;Anthodiscus;Anthodiscus gutierrezii;0,64;South America (tropical);146
1186;Caryocaraceae;Anthodiscus;Anthodiscus peruanus;0,69;South America (tropical);44
1187;Caryocaraceae;Anthodiscus;Anthodiscus pilosus;0,69;South America (tropical);44
1188;Fabaceae;Anthonotha;Anthonotha fragrans;0,38745;Africa (tropical);1
1189;Fabaceae;Anthonotha;Anthonotha fragrans;0,670835278;Africa (tropical);147
1190;Fabaceae;Anthonotha;Anthonotha macrophylla;0,861;Africa (tropical);1
1191;Fabaceae;Anthonotha;Anthonotha macrophylla;0,824107088;Africa (tropical);85
1192;Fabaceae;Anthonotha;Anthonotha macrophylla;0,84;Africa (tropical);76
1193;Euphorbiaceae;Anthostema;Anthostema aubryanum;0,329599835;Africa (tropical);85
1194;Euphorbiaceae;Anthostema;Anthostema madagascariense;0,472951208;Madagascar;147
1195;Euphorbiaceae;Anthostema;Anthostema madagascariense;0,502339235;Madagascar;147
1196;Moraceae;Antiaris;Antiaris indet;0,38;Africa (tropical);85
1197;Moraceae;Antiaris;Antiaris toxicaria;0,34;Africa (tropical);129
1198;Moraceae;Antiaris;Antiaris toxicaria;0,31;Australia/PNG (tropical);170
1199;Moraceae;Antiaris;Antiaris toxicaria;0,4;Africa (tropical);43
1200;Moraceae;Antiaris;Antiaris toxicaria;0,3444;Australia/PNG (tropical);27
1201;Moraceae;Antiaris;Antiaris toxicaria;0,38745;Africa (tropical);1
1202;Moraceae;Antiaris;Antiaris toxicaria;0,35;Africa (tropical);39
1203;Moraceae;Antiaris;Antiaris toxicaria;0,37;Africa (tropical);85
1204;Moraceae;Antiaris;Antiaris toxicaria;0,567608326;Africa (tropical);98
1205;Moraceae;Antiaris;Antiaris toxicaria;0,3379425;Africa (tropical);174
1206;Moraceae;Antiaris;Antiaris toxicaria;0,323364486;Africa (tropical);147
1207;Moraceae;Antiaris;Antiaris toxicaria;0,351223213;Africa (tropical);147
1208;Moraceae;Antiaris;Antiaris toxicaria;0,363699704;Africa (tropical);147
1209;Moraceae;Antiaris;Antiaris toxicaria;0,386270872;Africa (tropical);147
1210;Moraceae;Antiaris;Antiaris toxicaria;0,392530209;Africa (tropical);147
1211;Moraceae;Antiaris;Antiaris toxicaria;0,40962963;Africa (tropical);147
1212;Moraceae;Antiaris;Antiaris toxicaria;0,415171138;Africa (tropical);147
1213;Moraceae;Antiaris;Antiaris toxicaria;0,466213152;Africa (tropical);147
1214;Moraceae;Antiaris;Antiaris toxicaria;0,372813;Africa (tropical);182
1215;Moraceae;Antiaris;Antiaris toxicaria;0,39;Africa (tropical);99
1216;Phyllanthaceae;Antidesma;Antidesma bunius;0,6888;Australia/PNG (tropical);90
1217;Phyllanthaceae;Antidesma;Antidesma bunius;0,6888;Australia/PNG (tropical);90
1218;Phyllanthaceae;Antidesma;Antidesma bunius;0,51;South-East Asia (tropical);16
1219;Phyllanthaceae;Antidesma;Antidesma celebicum;0,59;South-East Asia (tropical);129
1220;Phyllanthaceae;Antidesma;Antidesma coriaceum;0,72;South-East Asia (tropical);129
1221;Phyllanthaceae;Antidesma;Antidesma cuspidatum;0,8;South-East Asia (tropical);43
1222;Phyllanthaceae;Antidesma;Antidesma erostre;0,73185;Australia/PNG (tropical);90
1223;Phyllanthaceae;Antidesma;Antidesma ghaesembilla;0,53;South-East Asia (tropical);129
1224;Phyllanthaceae;Antidesma;Antidesma ghaesembilla;0,69;South-East Asia (tropical);43
1225;Phyllanthaceae;Antidesma;Antidesma montanum;0,59;South-East Asia (tropical);129
1226;Phyllanthaceae;Antidesma;Antidesma pleuricum;0,624225;South-East Asia (tropical);145
1227;Phyllanthaceae;Antidesma;Antidesma subcordatum;0,68;South-East Asia (tropical);129
1228;Phyllanthaceae;Antidesma;Antidesma tetrandum;0,6;South-East Asia (tropical);129
1229;Loganiaceae;Antonia;Antonia ovata;0,45;South America (tropical);64
1230;Loganiaceae;Antonia;Antonia ovata;0,48216;South America (tropical);52
1231;Loganiaceae;Antonia;Antonia ovata;0,47;South America (tropical);45
1232;Anacardiaceae;Antrocaryon;Antrocaryon klaineanum;0,53;Africa (tropical);170
1233;Anacardiaceae;Antrocaryon;Antrocaryon klaineanum;0,49077;Africa (tropical);1
1234;Anacardiaceae;Antrocaryon;Antrocaryon klaineanum;0,523102673;Africa (tropical);85
1235;Anacardiaceae;Antrocaryon;Antrocaryon klaineanum;0,521242413;Africa (tropical);147
1236;Anacardiaceae;Antrocaryon;Antrocaryon klaineanum;0,565677;Africa (tropical);182
1237;Anacardiaceae;Antrocaryon;Antrocaryon micraster;0,53;Africa (tropical);170
1238;Anacardiaceae;Antrocaryon;Antrocaryon micraster;0,49077;Africa (tropical);1
1239;Anacardiaceae;Antrocaryon;Antrocaryon micraster;0,455368333;Africa (tropical);79
1240;Anacardiaceae;Antrocaryon;Antrocaryon micraster;0,44720656;Africa (tropical);98
1241;Anacardiaceae;Antrocaryon;Antrocaryon micraster;0,437318841;Africa (tropical);147
1242;Anacardiaceae;Antrocaryon;Antrocaryon micraster;0,565677;Africa (tropical);182
1243;Anacardiaceae;Antrocaryon;Antrocaryon nannanii;0,49077;Africa (tropical);1
1244;Anacardiaceae;Antrocaryon;Antrocaryon nannanii;0,47355;Africa (tropical);40
1245;Rubiaceae;Aoranthe;Aoranthe cladantha;0,824107088;Africa (tropical);85
1246;Rubiaceae;Aoranthe;Aoranthe cladantha;0,78877294;Africa (tropical);147
1247;Euphorbiaceae;Aparisthmium;Aparisthmium cordatum;0,39;South America (tropical);45
1248;Malvaceae;Apeiba;Apeiba albiflora;0,12;South America (tropical);141
1249;Malvaceae;Apeiba;Apeiba albiflora;0,27;Central America (tropical);116
1250;Malvaceae;Apeiba;Apeiba albiflora;0,32718;South America (tropical);30
1251;Malvaceae;Apeiba;Apeiba albiflora;0,25;South America (tropical);204
1252;Malvaceae;Apeiba;Apeiba albiflora;0,26;South America (tropical);44
1253;Malvaceae;Apeiba;Apeiba aspera;0,26;South America (tropical);141
1254;Malvaceae;Apeiba;Apeiba aspera;0,27;Central America (tropical);116
1255;Malvaceae;Apeiba;Apeiba aspera;0,23;Central America (tropical);196
1256;Malvaceae;Apeiba;Apeiba aspera;0,32;South America (tropical);64
1257;Malvaceae;Apeiba;Apeiba aspera;0,28;South America (tropical);20
1258;Malvaceae;Apeiba;Apeiba aspera;0,32718;South America (tropical);52
1259;Malvaceae;Apeiba;Apeiba aspera;0,19;South America (tropical);204
1260;Malvaceae;Apeiba;Apeiba aspera;0,36;South America (tropical);41
1261;Malvaceae;Apeiba;Apeiba aspera;0,3;South America (tropical);77
1262;Malvaceae;Apeiba;Apeiba aspera;0,358233293;Central America (tropical);167
1263;Malvaceae;Apeiba;Apeiba aspera;0,307310316;Central America (tropical);164
1264;Malvaceae;Apeiba;Apeiba aspera;0,436012076;South America (tropical);165
1265;Malvaceae;Apeiba;Apeiba glabra;0,32;South America (tropical);45
1266;Malvaceae;Apeiba;Apeiba indet;0,2;South America (tropical);36
1267;Malvaceae;Apeiba;Apeiba intermedia;0,26;South America (tropical);44
1268;Malvaceae;Apeiba;Apeiba tibourbou;0,2;South America (tropical);77
1269;Meliaceae;Aphanamixis;Aphanamixis cumingiana;0,609588;South-East Asia (tropical);103
1270;Meliaceae;Aphanamixis;Aphanamixis perrottetiana;0,545013;South-East Asia (tropical);103
1271;Meliaceae;Aphanamixis;Aphanamixis polystachya;0,557067;China;33
1272;Meliaceae;Aphanamixis;Aphanamixis polystachya;0,62853;China;33
1273;Meliaceae;Aphanamixis;Aphanamixis polystachya;0,55;South-East Asia (tropical);129
1274;Meliaceae;Aphanamixis;Aphanamixis polystachya;0,57;South-East Asia (tropical);126
1275;Meliaceae;Aphanamixis;Aphanamixis polystachya;0,64;India;26
1276;Meliaceae;Aphanamixis;Aphanamixis polystachya;0,44;South-East Asia (tropical);170
1277;Meliaceae;Aphanamixis;Aphanamixis polystachya;0,58;South-East Asia (tropical);43
1278;Meliaceae;Aphanamixis;Aphanamixis polystachya;0,583;China;33
1279;Meliaceae;Aphanamixis;Aphanamixis polystachya;0,68;China;33
1280;Meliaceae;Aphanamixis;Aphanamixis polystachya;0,535542;South-East Asia (tropical);14
1281;Ulmaceae;Aphananthe;Aphananthe aspera;0,52;China;34
1282;Ulmaceae;Aphananthe;Aphananthe cuspidata;0,69;South-East Asia (tropical);129
1283;Ulmaceae;Aphananthe;Aphananthe philippinensis;0,611520667;Australia/PNG (tropical);90
1284;Ulmaceae;Aphananthe;Aphananthe philippinensis;0,61992;Australia/PNG (tropical);90
1285;Ulmaceae;Aphananthe;Aphananthe philippinensis;0,5;Australia/PNG (tropical);136
1286;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,46494;Africa (tropical);1
1287;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,39;Africa (tropical);85
1288;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,406985294;Africa (tropical);147
1289;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,407123707;Africa (tropical);147
1290;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,414318355;Africa (tropical);147
1291;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,417777778;Africa (tropical);147
1292;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,450042618;Africa (tropical);147
1293;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,462893553;Africa (tropical);147
1294;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,476038638;Africa (tropical);147
1295;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,496588324;Africa (tropical);147
1296;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,502861577;Africa (tropical);147
1297;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,516066212;Africa (tropical);147
1298;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,538636364;Africa (tropical);147
1299;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,60926167;Africa (tropical);147
1300;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,30135;Africa (tropical);181
1301;Fabaceae;Aphanocalyx;Aphanocalyx heitzii;0,455469;Africa (tropical);182
1302;Aphloiaceae;Aphloia;Aphloia theiformis;0,69;Africa (extratropical);124
1303;Aphloiaceae;Aphloia;Aphloia theiformis;0,55104;Africa (extratropical);72
1304;Asteraceae;Apodocephala;Apodocephala pauciflora;0,526574893;Madagascar;147
1305;Icacinaceae;Apodytes;Apodytes brachystylis;0,563955;Australia/PNG (tropical);90
1306;Icacinaceae;Apodytes;Apodytes dimidiata;0,6;Africa (tropical);136
1307;Icacinaceae;Apodytes;Apodytes dimidiata;0,61992;Africa (extratropical);72
1308;Lauraceae;Apollonias;Apollonias velutina;0,589866864;Madagascar;147
1309;Fabaceae;Apoplanesia;Apoplanesia cryptopetala;0,86;South America (tropical);44
1310;Fabaceae;Apoplanesia;Apoplanesia paniculata;0,94;Mexico;23
1311;Phyllanthaceae;Aporosa;Aporosa planchoniana;0,37023;South-East Asia (tropical);13
1312;Phyllanthaceae;Aporusa;Aporusa arborea;0,47;South-East Asia (tropical);129
1313;Phyllanthaceae;Aporusa;Aporusa aurea;0,68;South-East Asia (tropical);43
1314;Phyllanthaceae;Aporusa;Aporusa dioca;0,62;South-East Asia (tropical);16
1315;Phyllanthaceae;Aporusa;Aporusa elmeri;0,6;South-East Asia (tropical);177
