Parcela;Obs_parcela;N;Nome_comum;DAP;Altura;Altura_medida_estimada;Morta;Tipo;Ano;;;;;;;;;;;
TNS_061a066;NA;1542;ENVIRA AMARGOSA;14,5;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1543;MUIRAJIBOIA JERIMUM;17,7;15,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1544;SERINGA VERMELHA;29,0;21,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1545;BREU VERMELHO;20,8;17,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1546;SERINGA VERMELHA;14,2;13,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1546C;MACUCU;11,4;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1547;UCUUBA PRETA;18,0;16,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1548;PIMENTA DE NAMBU;15,6;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1549;TAQUARI VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1550;MUIRAJIBOIA JERIMUM;12,9;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1551;TAQUARI VERMELHO;15,4;14,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1552;ACAPU;14,7;14,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1552B;INGA COPAIBA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1553;SERINGA VERMELHA;23,7;19,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1554;BATINGA;55,0;30,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1555;JOAO MOLE;12,1;12,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1556;PITOMBA DA MATA;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1557;BREU BRANCO;19,8;17,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1558;MUCURAO;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1559;LOURO PRETO;21,0;17,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1560;ABIURANA OLHO DE VEADO;29,8;22,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1561;ABIURANA OLHO DE VEADO;31,7;22,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1562;CASTANHA JARANA FM;73,0;34,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1562B;UCUUBA VERMELHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1280;UXIRANA;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1280;ARACA BRAVO;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1563;UCUUBA VERMELHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1564;UCUQUIRANA BRAVA;25,0;19,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1565;LOURO PRETO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1566;MUIRAJIBOIA PRETA;32,8;23,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1567;LOURO ARITU;15,8;14,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1568;ABIURANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1569;INGA MARI MARI;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1570;PAPO DE MUTUM;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1571;MACUCU FOFO;15,1;14,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1572;UCUUBA PRETA;13,6;13,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1573;GITO VERMELHO;22,2;18,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1574;CHICLETE BRAVO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1575;MUIRAJIBOIA JERIMUM;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1576;ABIURANA OLHO DE VEADO;35,0;24,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1577;ARABA ROXO;35,0;24,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1578;BREU VERMELHO;35,6;24,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1579;AMAPA DOCE;55,1;30,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1579I;DIMA;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1580;UCUQUIRANA VERDADEIRA;28,4;21,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1581;GITO VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1582;CARAIPE;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1583;MATAMATA AMARELO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1583F;LOURO ARITU;11,1;11,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1584;ENVIRA AMARELA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1584D;INHARÉ;11,2;11,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1585;LOURO ARITU;19,8;17,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1585I;SERINGARANA;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1586;PAJURAZINHO;10,8;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1587;ABIURANA OLHO DE VEADO;27,5;21,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1588;ENVIRA PRETA;11,3;11,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1589;MATAMATA AMARELO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1590;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1591;SERINGARANA;10,6;11,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1592;LOURO PRETO;16,2;14,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1593;MUIRAJIBOIA JERIMUM;15,2;14,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1587J;ARACA BRAVO;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1594D;GITÓ VERMELHO;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1594;BREU VERMELHO;15,0;14,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1595;JUTAI ;30,5;22,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1596;TACHI VERMELHO;22,8;18,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1597;CARDEIRO;15,6;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1597A ;UCUUBA VERMELHA;12,7;12,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1598;GITO BRANCO ;14,5;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1599;CARAIPE;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1600;CASTANHA VERMELHA;28,9;21,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1601;CARAIPE;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1602;PAU D'ARCO;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1603;CASTANHA SAPUCAIA;64,4;33,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1604;TENTO;21,6;18,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1605;CASTANHA JARANA FM;66,7;33,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1605B;MUIRAJIBOIA PRETA;11,3;11,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1606;MUIRATINGA;18,5;16,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1607;CARDEIRO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1608;SERINGARANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1609;RIPEIRO VERMELHO;23,6;19,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1610;CHICLETE BRAVO;22,5;18,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1611;MATAMATA AMARELO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1612;LOURO FOFO;14,5;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1613;UXIRANA;13,7;13,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1614;BREU VERMELHO;16,6;15,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1615;BREU VERMELHO;28,3;21,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1616;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1617;RIPEIRO VERMELHO;29,9;22,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1617B;GITO VERMELHO;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1618;INHARE;20,9;17,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1619;GITO VERMELHO;16,2;14,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1620;ARACA BRAVO;11,9;12,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1621;RIPEIRO VERMELHO;15,4;14,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_061a066;NA;1621D;LOURO PRETO;11,2;11,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1622;ABIURANA ABIU;28,2;21,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1623;BREU VERMELHO;19,0;16,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1624;MACUCU FOFO;20,0;17,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1625;MATAMATA AMARELO;15,5;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1626;BREU VERMELHO;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1627;ITAUBA;17,2;15,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1628;ABIURANA CUTITE;18,4;16,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1629;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1629F;RIPEIRO BRANCO;10,7;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1630;URUCURANA;97,4;38,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1631;MATAMATA AMARELO;26,0;20,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1632;CASCA PRECIOSA;25,1;19,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1633;SERINGA VERMELHA;15,3;14,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1634;BREU VERMELHO;14,4;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1635;PAJURAZINHO;15,6;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1636;ACARIQUARA BRANCA;18,4;16,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1637;JOAO MOLE;22,3;18,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1638;ENVIRA FOFA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1639;ABIURANA;18,4;16,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1640;ENVIRA PRETA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1641;SERINGA VERMELHA;27,0;20,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1642;LOURO FOFO;25,2;19,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1643;MATAMATA AMARELO;18,4;16,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1644;ARACA BRAVO;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1645;EMBAUBARANA;17,5;15,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1646;ENVIRA PRETA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1647;UXIRANA;28,0;21,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1648;EMBAUBARANA;23,2;18,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1649;ENVIRA PRETA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1650;MAMAOZINHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1650A;EMBAUBARANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1650B;MACUCU CHIADOR;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1651;MATAMATA AMARELO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1652;BREU VERMELHO;12,2;12,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1653;MUIRAXIMBE;22,5;18,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1654;BUCHUCHU CANELA DE VELHO;31,5;22,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1655;PIABINHA;11,3;11,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1656;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1657;LOURO PRETO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1657I;EVIRA CAULIFLORA;10,2;10,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1658;TACHI PRETO;38,2;25,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1659;MATAMATA AMARELO;16,5;15,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1660;URUCURANA CACAU;15,5;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1661;UCUUBA VERMELHA;14,4;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1662;JOAO MOLE;19,0;16,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1662F;RIPEIRO BRANCO ;12,2;12,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1662H;ABIURARANA CASCA FINA;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1663;MATAMATA AMARELO;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1664;INHARE;23,8;19,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1665;CHICLETE BRAVO;25,2;19,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1666;MATAMATA AMARELO;13,5;13,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1666F;LOURO ARITU;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1667;MATAMATA AMARELO;21,9;18,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1668;UCUUBA VERMELHA;18,7;16,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1669;LOURO FOFO;16,3;15,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1670;PAU RAINHA;24,4;19,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1671;ENVIRA PRETA;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1672;TACHI VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1673;LOURO ARITU;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1674;PAJURAZINHO;24,5;19,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1675;UCUUBA VERMELHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1676;UXIRANA ;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1677;LOURO PRETO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1678;ABIURANA FEDORENTA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1679;ABIURANA ABIU;28,5;21,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1680;BREU VERMELHO;28,8;21,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1681;CORACAO DE NEGRO;46,5;28,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1681F;MUCURA;11,1;11,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1682;ABIURANA;12,7;12,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1683;ABIURANA FEDORENTA;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1684;BREU VERMELHO;15,2;14,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1685;UXIRANA;28,8;21,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1686;BREU VERMELHO;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1687;UCUUBA;18,5;16,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1688;MATAMATA AMARELO;19,1;16,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1689;ARACA BRAVO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1679J;FAVA CAMUZE;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1690;MATAMATA AMARELO;21,4;17,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1691;MATAMATA AMARELO;13,1;12,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1692;SORVA BRAVA;12,9;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1693;CARAIPE;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1693H;EMBAUBARANA;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1694;CARAIPE;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1695;MATAMATA AMARELO;13,6;13,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1696;MATAMATA AMARELO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1697;ABIURANA OLHO DE VEADO;18,7;16,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1698;ANGELIM RAJADO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1699;SERINGARANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1700;MUCURAO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1701;UCUUBA;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1702;ENVIRA PRETA;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1703;INGA COPAIBA;12,2;12,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1704;BREU VERMELHO;15,1;14,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1705;MACUCU MURICI;49,5;29,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1706;AMAPA ROXO;19,5;16,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1707;SUCUPIRA;31,2;22,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1708;CARDEIRO;33,5;23,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1708A;CARAIPE;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1709;FAVEIRA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1709F;LOURO PRETO;12,7;12,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1710;LOURO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1711;MACUCU FOFO;15,0;14,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1711A;UCUUBA PUNA;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1711B;ENVIRA SURUCUCU;15,7;14,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1712;MATAMATA AMARELO;24,8;19,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1713;CHICHUA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1713D;MATAMATA AMARELO;11,3;11,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1714;MATAMATA AMARELO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1715;ABIURANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1716;CHICLETE BRAVO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1717;MATAMATA AMARELO;12,4;12,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1718;CASTANHA VERMELHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1718D;MATAMATA AMARELO;11,8;12,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1719;LOURO PRETO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1720;MATAMATA AMARELO;14,7;14,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1721;CARAIPE;18,0;16,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1722;RIPEIRO VERMELHO;25,8;20,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1723;MATAMATA AMARELO;11,2;11,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1724;MATAMATA AMARELO;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1725;ENVIRA AMARELA;20,5;17,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1725C;ORELHA DE BURRO;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1726;CASTANHA JARANA FG;23,7;19,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1727;CASTANHA JARANA FM;21,5;18,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1728;CASTANHA DE GALINHA;22,3;18,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1729;MATAMATA AMARELO;16,5;15,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1729B;ARACA BRAVO;12,4;12,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1729F;BRANQUINHA;10,8;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1730;UCUQUIRANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1731;MATAMATA AMARELO;18,6;16,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1732;MACUCU FOFO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1733;MATAMATA AMARELO;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1734;EMBAUBARANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1735;MATAMATA AMARELO;27,0;20,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1736;PAJURAZINHO;17,7;15,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1737;CHICLETE BRAVO;27,5;21,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1738;BRANQUINHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1739;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1740;JOAO MOLE;13,2;12,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1741;CASTANHA JARANA FG;15,5;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1742;ABIURANA;17,2;15,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1743;PIMENTA DE NAMBU;12,7;12,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1744;LOURO FOFO;18,0;16,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1744C;LOURO PRETO;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1745;CARDEIRO;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1746;ABIURANA;26,0;20,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1747;MATAMATA AMARELO;20,6;17,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1748;MACUCU FOFO;16,5;15,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1749;BREU VERMELHO;26,0;20,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1750;MACUCU D'AGUA;16,4;15,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1751;JATOBA;12,1;12,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1752;ENVIRA SURUCUCU;15,5;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1753;AMAPA ROXO;72,7;34,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1753B;CACAUI;10,7;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1754;BREU VERMELHO;14,6;13,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1754F;BRANQUINHA;10,9;11,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1755;INHARE;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1756;CHICLETE BRAVO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_067a072;NA;1757;BREU VERMELHO;13,3;13,0;EST;NA;NA;2015;;;;;;;;;;;
