Parcela;Obs_parcela;N;Nome_comum;DAP;Altura;Altura_medida_estimada;Morta;Tipo;Ano;;;;;;;;;;;
TNS_007a012;NA;203;MATAMATA AMARELO;16,7;15,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;204;TANIMBUCA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;205;RIPEIRO BRANCO;66,0;33,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;206;ABIURANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;207;ABIURANA;51,5;29,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;208;FAVA FOLHA FINA;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;209;PAJURAZINHO;16,7;15,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;210;MACUCU;11,7;11,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;184J;BRANQUINHA;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;211;PAU CANELA;19,8;17,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;211F;PIÃOZINHO;10,0;10,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;212;MATAMATA AMARELO;12,7;12,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;213;PIÃOZINHO;44,5;27,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;214;ENVIRA PRETA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;215;MUIRAXIMBE;11,9;12,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;216;MACUCU CHIADOR;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;217;PIÃOZINHO;33,7;23,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;217D;URUCURANA;10,1;10,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;218;MUCURAO;15,5;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;218C;TACHI PRETO;14,9;14,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;219;MUIRAJIBOIA PRETA;19,8;17,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;219C;ENVIRA FOFA;17,4;15,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;220;ENVIRA FOFA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;221;BREU VERMELHO;19,8;17,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;221A;LOURO PRETO;12,8;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;221D;MUIRATINGA;10,8;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;222;MUCURAO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;223;ABIURANA FEDORENTA;29,5;21,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;224;ARACA BRAVO;20,0;17,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;224I;EMBAUBARANA;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;225;ENVIRA PRETA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;226;ACHICHA;16,8;15,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;227;ABIURANA;11,2;11,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;228;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;229;RIPEIRO BRANCO;24,2;19,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;230;LOURO FOFO;24,4;19,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;231;GITO BRANCO;17,7;15,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;232;RIPEIRO BRANCO;45,8;28,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;233;BREU VERMELHO;12,9;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;233A;ARACA BRAVO;11,7;11,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;210J;MUCUCU CHIADOR;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;234;MIRINDIBA;23,9;19,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;235;MATAMATA AMARELO;24,5;19,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;236;MATAMATA AMARELO;13,8;13,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;237;MUCURAO;13,5;13,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;238;CASTANHA VERMELHA;39,4;25,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;239;CHICLETE BRAVO;25,0;19,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;239C;EMBAUBARANA;16,9;15,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;240;MACARANDUBA;42,2;26,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;240F;ENVIRA PRETA;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;241;MAMAOZINHO;15,3;14,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;242;FAVEIRA ARARA TUCUPI;57,0;31,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;243;MATAMATA AMARELO;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;244;CASTANHA VERMELHA;31,2;22,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;245;INGA VERMELHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;246;JARAI;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;247;MACUCU CHIADOR;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;248;MUIRAJIBOIA AMARELA;14,2;13,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;249;FAVEIRA BENGUE;36,0;24,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;250;BREU VERMELHO;15,5;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;251;FAVEIRA VERMELHA;32,5;23,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;252;BREU VERMELHO;12,9;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;253;PAJURAZINHO;18,0;16,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;254;UCUUBA VERMELHA;10,7;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;255;CARAPANAUBA;64,8;33,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;256;FALSA RAINHA;13,8;13,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;256I;BREU MANGA;10,3;10,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;257;ABIURANA CASCA FINA;14,7;14,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;257F;MATAMATA ROSEO;10,1;10,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;258;UXIRANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;259;MACUCU CHIADOR;21,0;17,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;259F;UCUUBA VERMELHA;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;260;GITO VERMELHO;23,4;19,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;260A;MATAMATA AMARELO;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;261;BREU VERMELHO;16,6;15,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;262;CASTANHA VERMELHA;40,6;26,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;263;LOURO PRETO;21,4;17,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;264;MATAMATA AMARELO;17,3;15,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;264A;TACHI PRETO;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;265;ENVIRA SURUCUCU;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;266;PAJURAZINHO;40,4;26,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;266C;MATAMATA AMARELO;10,8;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;267;SAPATEIRO;12,4;12,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;268;MATAMATA AMARELO;16,1;14,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;269;CARAIPE;24,0;19,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;269D;FAVA PARQUEA;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;270;FIGO BRAVO;16,8;15,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;271;CHICLETE BRAVO;39,1;25,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;271B;BREU VERMELHO;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;272;CASTANHA JARANA FG;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;272B;TAUARI;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;273;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;274;PEPINO DA MATA;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;275;MUIRAJIBOIA;28,7;21,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;275B;ENVIRA PRETA;12,2;12,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;276;BREU MANGA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;277;RIPEIRO VERMELHO;14,8;14,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;277A;MATAMATA AMARELO;12,7;12,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;277C;BREU VERMELHO;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;278;CASTANHA VERMELHA;36,5;24,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;279;FALSA CUPIUBA;24,5;19,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;269J;BREU VERMELHO;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;280;LOURO ARITU;65,1;33,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;280A;BREU VERMELHO;15,6;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;281;MATAMATA AMARELO;15,8;14,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;282;UXIRANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;283;ARACA BRAVO;16,0;14,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;284;PITOMBARANA;12,9;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;285;ENVIRA PRETA;13,9;13,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;285A;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;286;SERINGARANA;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;287;ABIURANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;288;GITO VERMELHO;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;289;FALSA CUPIUBA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;290;BREU VERMELHO;19,8;17,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;291;MACUCU CHIADOR;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;292;JOAO MOLE;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;292A;RIPEIRO VERMELHO;11,3;11,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;293;AMARELINHO;19,8;17,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;294;MUCURAO;18,2;16,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;295;ENVIRA PRETA;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;296;MUIRAXIMBE;22,0;18,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;297;CASTANHA SAPUCAIA;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;298;ACARIQUARA ROXA;30,2;22,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;299;ENVIRA TARIPUCU;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_007a012;NA;300;ABIURANA OLHO DE VEADO;46,3;28,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;301;ENVIRA AMARELA;17,4;15,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;302;MACUCU CHIADOR;28,5;21,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;302F;EMBAUBA BENGUE;13,8;13,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;303;MUIRAXIMBE;18,0;16,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;303F;MACUCU CHIADOR;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;304;FALSA CUPIUBA;24,3;19,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;305;PAJURAZINHO;32,2;23,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;298G;ENVIRA PRETA;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_007a012;NA;294G;PITOMBA DA MATA;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;306;BREU BRANCO;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;307;SERINGARANA;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;308;MATAMATA AMARELO;31,0;22,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;309;MUIRATINGA;16,0;14,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;310;CARAIPE;19,3;16,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;310F;INGA VERMELHA;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;311;FALSA CUPIUBA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;312;BREU MANGA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;313;JOAO MOLE;29,5;21,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;314;CHICLETE BRAVO;36,8;24,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;315;MATAMATA AMARELO;15,5;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;316;CASTANHA VERMELHA;19,0;16,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;317;INGA PELUDA;19,5;16,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;317D;BREU VERMELHO;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;318;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;319;BREU BRANCO;16,4;15,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;320;CHICLETE BRAVO;19,8;17,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;321;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;322;ARACA BRAVO;28,2;21,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;323;RIPEIRO VERMELHO;34,0;23,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;324;PIÃOZINHO;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;325;UCUUBA VERMELHA;16,8;15,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;326;ABIURANA;12,4;12,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;327;CARAPANAUBA;67,5;33,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;328;ARACA BRAVO;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;329;ABIURANA CASCA FINA;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;330;INGARANA;15,5;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;331;MATAMATA AMARELO;30,0;22,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;332;MACUCU CHIADOR;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;310G;ENVIRA PRETA;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;314G;BREU VERMELHO;11,9;12,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;327G;FALSA CUPIUBA;10,1;10,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;333;MATAMATA AMARELO;29,3;21,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;334;ANANI;32,8;23,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;334A;FIGO BRAVO;13,2;12,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;334D;BREU AMESCLA;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;335;INHARE;17,8;15,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;336;MATAMATA AMARELO;23,0;18,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;337;MATAMATA AMARELO;12,4;12,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;338;CAPITIU FG;13,7;13,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;339;RIPEIRO VERMELHO;32,0;23,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;340;MUIRAJIBOIA AMARELA;11,4;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;341;ABIURANA;37,7;25,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;342;MATAMATA AMARELO;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;343;CUPIUBA;55,0;30,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;344;CASTANHA DE COTIA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;345;ABIURANA BACURI;44,8;27,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;346;MACUCU CHIADOR;29,0;21,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;347;MATAMATA AMARELO;42,5;26,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;348;CASTANHA DE COTIA;29,0;21,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;349;PAU MARFIM BRANCO;16,0;14,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;350;ACARIQUARA ROXA;15,7;14,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;350H;BACUCU;10,2;10,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;351;ACARIQUARA BRANCA;53,8;30,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;352;MATAMATA AMARELO;39,0;25,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;353;ENVIRA PRETA;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;353A;PERIQUITEIRA;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;354;CARAIPE;28,0;21,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;355;MATAMATA AMARELO;24,0;19,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;356;SAPATEIRO;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;357;TANIMBUCA;22,0;18,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;358;INGA VERMELHA;18,5;16,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;359;MUCURAO;13,1;12,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;360;TENTO GRANDE;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;361;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;362;MATAMATA AMARELO;15,9;14,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;363;MATAMATA AMARELO;21,0;17,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;364;BREU VERMELHO;13,4;13,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;365;MATAMATA AMARELO;46,5;28,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;366;ENVIRA PRETA;15,3;14,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;366A;LOURO PIRARUCU;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;367;EMBAUBA BENGUE;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;368;INGA VERMELHA;12,8;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;369;LOURO ARITU;14,4;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;370;ANGELIM RAJADO;17,2;15,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;371;ARARACANGA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;372;FIGO BRAVO;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;373;MUIRAJIBOIA JERIMUM;24,3;19,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;374;MUIRACATIARA;43,2;27,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;375;PURUI;27,3;20,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;376;ABIURANA OLHO DE VEADO;29,5;21,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;376A;MACUCU;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;376F;ABIURANA;10,7;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;377;TACHI PRETO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;378;INGA FERRO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;379;ABIURANA;19,3;16,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;380;CASTANHA DE COTIA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;381;INHARE;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;382;BREU PITOMBA;16,7;15,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;382A;ANGELIM RAJADO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;383;MACUCU CHIADOR;21,0;17,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;384;PIMENTA DE NAMBU;17,6;15,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;384H;MUAJIBOIA JERIMUM;10,9;11,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;385;BREU VERMELHO;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;385E;BREU VERMELHO;12,4;12,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;385F;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;386;CORACAO DE NEGRO;16,4;15,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;386A;VIOLETA;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;387;SERINGARANA;20,6;17,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;388;CARAIPE;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;389;BREU VERMELHO;19,2;16,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;389I;BREU VERMELHO;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;390;ABIURANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;391;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;392;MACUCU FARINHA SECA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;393;FALSA RAINHA;10,6;11,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;394;BATINGA;39,8;26,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;395;MATAMATA AMARELO;28,0;21,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;396;ANGELIM RAJADO;13,6;13,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;397;MANDIOQUEIRA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;398;ABIURANA OLHO DE VEADO;26,2;20,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;399;RIPEIRO VERMELHO;14,2;13,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;399F;MATAMATA AMARELO;11,2;11,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;400;ACHICHA;13,4;13,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;400H;MACUCU CHIADOR;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;401;LOURO FOFO;11,7;11,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;402;PITOMBA DA MATA;13,8;13,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;403;MUIRAJIBOIA JERIMUM;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_013a018;NA;404;CASTANHA JARANA FM;31,6;22,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;404F;BREU VERMELHO ;12,3;12,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_013a018;NA;405;ABIURANA;24,0;19,3;EST;NA;NA;2015;;;;;;;;;;;
